,state,year,c_ce_i,c_ce_i_r,total_current_assets,current_liabilities,noncurrent_liabilities,unrestricted_net_assets,restricted_net_assets,total_net_assets,total_assets,total_liabilities,total_taxes,total_revenue,total_expenses,noncurrent_liability,change_in_net_assets,population,uaal_pension_(risk-free),uaal_opeb,primary_gov_debt,personal_income,1.cash_ratio,2.quick_ratio,3.current_ratio,4.op_ratio,5._surplus_percap,6.net_asst_ratio,7.long_term_liab,8.lt_percapita,9.tax_income_ratio,10.rev_income_ratio,11.exp_income_ratio,12._pension_income_ratio,13._opeb_income_ratio,cashrank,lrrank,budgetrank,servicelvlrank,trustrank,overallrank,%_working_pop_age_(15-64),est_working_pop,person_income_per_capita
288,North Dakota,2011,5297453,9931644,10045357,2301404,2678928,3686042,3119223,9309578,14289909,4980331,3048514408.0,7510345784.0,5735394877.0,2678927696.0,1787687300,685476,6566335313.0,127854856.0,"2,031,720,384",35545958378.0,2.3,4.32,4.36,1.31,"2,607.95",0.48,0.19,3908.13,0.09,0.21,0.16,0.18,0.0,7,12,3,45,11,13,0.671,459954.396,77281.48418000988
289,Ohio,2011,30418902,44226113,46671207,11313226,40823961,-10746891,10353796,24379142,76477153,52137187,23891282818.0,66245057631.0,63425089648.0,40823960512.0,2819967983,11544824,275000000000.0,31296448239.0,"18,763,623,266",478249644610.0,2.69,3.91,4.13,1.04,244.26,-0.01,0.53,3536.13,0.05,0.14,0.13,0.58,0.07,8,37,20,22,49,20,0.671,7746576.904,61736.90012204647
290,Oklahoma,2011,3729672,4654523,5262426,2067383,2892598,1475901,4819001,15591201,20551181,4959981,8039946638.0,19021310566.0,17979237994.0,2892597652.0,1107961580,3786274,38595493068.0,3151547.0,"2,781,863,394",155406678762.0,1.8,2.25,2.55,1.06,292.63,0.31,0.14,763.97,0.05,0.12,0.12,0.25,0.0,19,9,15,15,1,4,0.671,2540589.8540000003,61169.5266425322
291,Oregon,2011,4935777,6842398,8855282,4431872,13127014,2686061,3472124,16087015,33649027,17558886,8581416222.0,25764140875.0,24310901814.0,13127013874.0,1453233725,3868031,68118440682.0,433404482.0,"12,377,105,656",154357012807.0,1.11,1.54,2.0,1.06,375.7,0.18,0.39,3393.72,0.06,0.17,0.16,0.44,0.0,29,28,12,35,45,37,0.671,2595448.801,59472.18559947236
292,Pennsylvania,2011,12595806,16689848,19841968,15769072,17680873,-7173888,4241359,24214379,57664323,33449945,31737437567.0,77694770544.0,77263859125.0,17680872999.0,373405550,12744293,146000000000.0,17381180363.0,"11,246,101,387",598732232657.0,0.8,1.06,1.26,1.01,29.3,-0.05,0.31,1387.36,0.05,0.13,0.13,0.24,0.03,43,32,36,21,25,30,0.671,8551420.603,70015.52846634084
293,Rhode Island,2011,781809,1443146,1758226,1026305,3366000,-1706201,505642,989244,5381550,4392305,2844363927.0,7624914621.0,7475004269.0,3366000000.0,149910352,1052451,14491487219.0,916474920.0,"3,090,091,782",49776515475.0,0.76,1.41,1.71,1.02,142.44,-0.22,0.63,3198.25,0.06,0.15,0.15,0.29,0.02,34,43,33,32,33,42,0.671,706194.621,70485.54887675928
294,South Carolina,2011,6086490,7844505,10350459,5125439,8673012,1565813,5033825,20895419,34693870,13798450,9268685165.0,30256459979.0,28525784418.0,8673011740.0,1807659552,4672637,52480999419.0,10822314835.0,"8,456,304,162",168573068303.0,1.19,1.53,2.02,1.06,386.86,0.19,0.25,1856.13,0.05,0.18,0.17,0.31,0.06,28,20,11,39,36,34,0.671,3135339.427,53765.492453969004
295,South Dakota,2011,1854713,2688483,2726931,422084,568223,633814,1223465,5384696,6375003,990307,1304038420.0,4183753469.0,3848901814.0,568223052.0,334851654,824398,5902823176.0,0.0,"516,573,106",39265205977.0,4.39,6.37,6.46,1.09,406.18,0.29,0.09,689.26,0.03,0.11,0.1,0.15,0.0,2,6,7,3,5,3,0.671,553171.0580000001,70982.03242766182
296,Tennessee,2011,4510450,8116987,8271740,1818003,2878363,1584519,2775279,30343248,35039614,4696366,12133657417.0,31584532551.0,30008697972.0,2878362860.0,1576026681,6397634,35292402123.0,2216622199.0,"2,117,319,104",255745713981.0,2.48,4.46,4.55,1.05,246.35,0.12,0.08,449.91,0.05,0.12,0.12,0.14,0.01,6,4,18,12,4,5,0.671,4292812.414,59575.32948491888
297,Texas,2011,23483669,35962801,41652918,27039052,50999263,12632981,60181247,148758714,226182578,78038315,42328267876.0,140000000000.0,133000000000.0,50999262540.0,7630701174,25646389,227000000000.0,62240578949.0,"44,705,442,903",1117414131270.0,0.87,1.33,1.54,1.06,297.54,0.32,0.23,1988.56,0.04,0.13,0.12,0.2,0.06,35,14,16,9,14,17,0.671,17208727.019,64932.9918497907
298,Utah,2011,3307068,8326870,8535113,1632499,5816192,2176924,3894847,19334793,26783485,7448692,5547268943.0,12294338314.0,11244080043.0,5816192102.0,1050258271,2816124,27541827936.0,426216649.0,"5,931,696,905",101300618997.0,2.03,5.1,5.23,1.09,372.94,0.23,0.22,2065.32,0.05,0.12,0.11,0.27,0.0,4,17,6,13,27,8,0.671,1889619.2040000001,53609.012219268276
299,Vermont,2011,695754,1055330,1065614,454346,1305504,-546004,524190,1695184,3455034,1759850,2733921927.0,5664034152.0,5382579509.0,1305504160.0,281376734,626730,3501851050.0,1898194237.0,"548,469,584",29050297759.0,1.53,2.32,2.35,1.05,448.96,-0.01,0.38,2083.04,0.09,0.19,0.19,0.12,0.07,23,34,13,48,2,27,0.671,420535.83,69079.24530235628
300,Virginia,2011,8522123,11704567,12049762,6696263,10803369,-1628580,1267268,19227725,36727356,17499632,19049766275.0,37861923159.0,36435059765.0,10803369264.0,1426863394,8110035,77715472498.0,5425827108.0,"6,416,251,868",411542594450.0,1.27,1.75,1.8,1.04,175.94,-0.01,0.29,1332.1,0.05,0.09,0.09,0.19,0.01,26,27,24,4,12,14,0.671,5441833.485,75625.72349638882
301,Washington,2011,10944136,17101463,22093522,11189235,48983317,-9073249,8586511,20261199,80433750,60172552,17437839915.0,48615795091.0,45471546425.0,48983316969.0,2979836713,6822520,53025371959.0,10084612593.0,"6,416,251,868",321843791889.0,0.98,1.53,1.97,1.07,436.76,-0.01,0.61,7179.65,0.05,0.15,0.14,0.16,0.03,30,40,9,28,8,25,0.671,4577910.92,70303.63795043001
302,West Virginia,2011,5446254,6412298,7184852,2532743,5146699,830805,2244774,11928416,19607858,7679442,5120287086.0,13026685165.0,12235191035.0,5146699039.0,791494130,1854972,18686314484.0,3595692636.0,"2,554,532,551",67308429029.0,2.15,2.53,2.84,1.06,426.69,0.16,0.26,2774.54,0.08,0.19,0.18,0.28,0.05,15,22,10,44,30,31,0.671,1244686.212,54076.624598296745
303,Wisconsin,2011,4641993,11554106,12221566,9904218,14669773,-10852358,4640160,13546665,38009710,24573990,14993947705.0,38245357524.0,37245133404.0,14669772679.0,1024065101,5709640,56560924489.0,1017193170.0,"13,868,780,149",248307706510.0,0.47,1.17,1.23,1.03,179.36,-0.16,0.39,2569.3,0.06,0.15,0.15,0.23,0.0,46,41,31,33,20,40,0.671,3831168.4400000004,64812.5266217739
304,Wyoming,2011,17873588,20048919,20745019,5012726,1505738,4575371,9689942,15180870,21699335,6518465,2938365780.0,6803408705.0,4672446388.0,1505738430.0,2130962317,567725,8815137080.0,233440399.0,"40,573,656",29981056564.0,3.57,4.0,4.14,1.46,"3,753.51",0.66,0.07,2652.23,0.1,0.23,0.16,0.29,0.01,5,5,2,46,34,7,0.671,380943.47500000003,78702.11338834454
305,Average,2011,8534228,12614494,14110255,6859941,18376904,-7672202,6270230,16169567,41399552,25260163,15184040717.0,37932492230.0,37181512386.0,18346646800.0,786044484,6220858,74628599491.0,13368760117.0,12598829018,282000000000.0,1.64,2.4,2.64,1.06,564.12,0.02,0.39,2642.75,0.06,0.15,0.14,0.28,0.04,26,26,26,26,26,26,0.671,4174195.7180000003,67557.92470007032
306,Alabama,2012,6317153,7427351,8325748,2194379,2813237,-1704956,6092499,25729196,30736813,5007617,7963115987.0,22378501567.0,21919907001.0,2813237200.0,458636364,4815960,74928180556.0,11615634232.0,"1,855,973,877",178559422153.0,2.88,3.38,3.79,1.02,95.23,0.14,0.09,584.15,0.04,0.13,0.12,0.42,0.07,9,7,31,16,36,13,0.668,3217061.2800000003,55503.89209651611
307,Alaska,2012,66973138,68855969,69483562,5527579,2501653,24808798,41588297,73273415,81302647,8029232,7509926855.0,14626959248.0,10603364681.0,2501653083.0,4022988506,731089,39485104500.0,8239488691.0,"2,084,839,080",40220166144.0,12.12,12.46,12.57,1.38,"5,502.73",0.82,0.03,3421.82,0.19,0.36,0.26,0.98,0.2,1,2,1,50,50,2,0.668,488367.45200000005,82356.3609312768
308,Arizona,2012,4239448,5633406,6718178,5253281,11236982,-2656050,6109101,22704805,39195068,16490263,13072729363.0,32245131661.0,30236799373.0,11236982236.0,2011749216,6549634,88166739374.0,620768860.0,"10,664,752,351",246834174504.0,0.81,1.07,1.28,1.07,307.15,0.09,0.29,1715.67,0.05,0.13,0.12,0.36,0.0,42,22,12,24,23,28,0.668,4375155.512,56417.23450217785
309,Arkansas,2012,4567499,5798443,6128574,2078438,5304485,1196750,2244760,15481475,22864398,7382923,7542732497.0,19162621735.0,19553029258.0,5304484848.0,24556949,2950685,41249408722.0,2246734587.0,"2,929,639,498",111457175549.0,2.2,2.79,2.95,0.98,8.32,0.15,0.23,1797.71,0.07,0.17,0.18,0.37,0.02,15,21,39,44,26,31,0.668,1971057.58,56546.88969005157
310,California,2012,30052805,48483483,63407606,55033186,170051613,-132961967,30788924,-16144918,208939881,225084799,109000000000.0,228000000000.0,236000000000.0,170000000000.0,-7245559039,38011074,921000000000.0,81632615465.0,"125,058,124,347",1921177807733.0,0.55,0.88,1.15,0.97,-190.62,-0.49,0.81,4473.74,0.06,0.12,0.12,0.48,0.04,48,46,44,21,39,43,0.668,25391397.432,75662.54724175986
311,Colorado,2012,4328728,6061008,6797137,3393136,7348497,3641853,3490038,21232040,31968443,10741633,9563126437.0,27079153605.0,25959869383.0,7348497388.0,1119905956,5189867,107000000000.0,1965470812.0,"6,394,306,165",244520272727.0,1.28,1.79,2.0,1.04,215.79,0.22,0.23,1415.93,0.04,0.11,0.11,0.44,0.01,29,15,19,8,37,20,0.668,3466831.1560000004,70531.3474248124
312,Connecticut,2012,1569421,4887560,5169752,4474851,30147250,-22530784,2877743,-11030108,23591993,34622100,15240334378.0,29868338558.0,30499743992.0,30147249739.0,-630094044,3593795,101000000000.0,21894461860.0,"20,357,319,749",244212004180.0,0.35,1.09,1.16,0.98,-175.33,-0.83,1.28,8388.69,0.06,0.12,0.12,0.41,0.09,49,48,41,27,34,48,0.668,2400655.06,101727.23614028914
313,Delaware,2012,1946974,2711405,2744769,1201346,5190510,-496558,720784,5247772,11639628,6391856,3840725183.0,7622305120.0,7994893417.0,5190509927.0,-372588297,916993,11485043901.0,5895506792.0,"1,936,098,224",41749164054.0,1.62,2.26,2.28,0.95,-406.32,0.02,0.45,5660.36,0.09,0.18,0.19,0.28,0.14,22,37,48,47,14,41,0.668,612551.324,68156.18939711899
314,Florida ,2012,39943382,51135448,52224952,17203839,43701843,-13393926,1589864,69140522,130046205,60905682,31841170324.0,82471264368.0,76935856844.0,43701843260.0,5513246604,19344156,215000000000.0,15897466040.0,"32,006,269,592",828739699060.0,2.32,2.97,3.04,1.07,285.01,-0.09,0.34,2259.18,0.04,0.1,0.09,0.26,0.02,13,36,11,5,11,10,0.668,12921896.208,64134.526831048504
315,Georgia,2012,7187123,11853284,12262948,6936016,16627303,-3918016,4624617,21200483,44763801,23563319,16692482759.0,47080847440.0,46789430512.0,16627303030.0,291416928,9914668,125000000000.0,19058433392.0,"15,985,334,378",381902746082.0,1.04,1.71,1.77,1.01,29.39,0.02,0.37,1677.04,0.04,0.12,0.12,0.33,0.05,33,32,35,15,21,24,0.668,6622998.224,57663.1207144349
316,Hawaii,2012,2932987,3749563,4088465,2374584,10344008,-1823711,1981542,4708248,17426840,12718592,5599396029.0,9919012539.0,10301884013.0,10344008359.0,-382871473,1391820,34548484023.0,14176422153.0,"7,778,258,098",64614514107.0,1.24,1.58,1.72,0.96,-275.09,0.01,0.59,7432.0,0.09,0.15,0.16,0.53,0.22,32,39,47,42,42,47,0.668,929735.76,69497.71847755968
317,Idaho,2012,3501452,4500774,5590341,1868964,1480166,818536,3173168,10246608,13595739,3349131,3198385580.0,8421050157.0,7935074190.0,1480166144.0,485975967,1595911,18848729855.0,117056426.0,"1,489,090,909",57858251829.0,1.87,2.41,2.99,1.06,304.51,0.29,0.11,927.47,0.06,0.15,0.14,0.33,0.0,18,10,14,30,17,21,0.668,1066068.548,54272.54367230427
318,Illinois,2012,11007773,20670497,25822155,26184501,70254708,-68501567,6083595,-46749087,49502962,96439209,37556948798.0,72145245559.0,74620455590.0,70254708464.0,-2474131661,12870798,357000000000.0,54491749112.0,"34,677,695,925",614003305120.0,0.42,0.79,0.99,0.97,-192.23,-1.26,1.42,5458.46,0.06,0.12,0.12,0.58,0.09,50,49,45,23,46,50,0.668,8597693.064000001,71414.89008149592
319,Indiana,2012,7802866,10768044,11001431,4585042,2948470,4868534,903135,18467832,26001344,7533512,15390133751.0,31553187043.0,31065495298.0,2948470219.0,487660397,6537743,58980964720.0,328878788.0,"1,264,343,783",265173419018.0,1.7,2.35,2.4,1.02,74.59,0.22,0.11,450.99,0.06,0.12,0.12,0.22,0.0,20,4,32,19,7,16,0.668,4367212.324,60719.14973328418
320,Iowa,2012,5755224,8375316,8535957,2787410,4107594,1857587,2530094,14660248,21555251,6895003,7764897597.0,20303343783.0,19353226750.0,4107593521.0,951278997,3076310,11678332095.0,526123302.0,"3,635,108,673",136875641588.0,2.06,3.0,3.06,1.05,309.23,0.2,0.19,1335.23,0.06,0.15,0.14,0.09,0.0,14,14,15,32,2,9,0.668,2054975.08,66606.95933500079
321,Kansas,2012,2147423,3954447,3990455,2496262,3616440,478873,1457668,11689675,17802377,6112702,7751475444.0,14538565308.0,13994265413.0,3616439916.0,544299896,2885262,44908050120.0,295283177.0,"4,768,934,169",135101668757.0,0.86,1.58,1.6,1.04,188.65,0.11,0.2,1253.42,0.06,0.11,0.1,0.33,0.0,38,19,22,10,19,22,0.668,1927355.016,70096.9295409767
322,Kentucky,2012,3726076,6715324,7903898,4267770,16291955,-11228386,1547574,11166268,31725993,20559725,10760954023.0,23430809822.0,24260848485.0,16291955068.0,-830038662,4384799,93844762563.0,7916220288.0,"8,651,287,356",163006188088.0,0.87,1.57,1.85,0.97,-189.3,-0.31,0.51,3715.55,0.07,0.14,0.15,0.58,0.05,36,44,46,39,44,46,0.668,2929045.7320000003,55651.636404016375
323,Louisiana,2012,9310152,12597345,16577913,5928349,11654732,-3001674,5663358,14853040,32436121,17583082,8403687565.0,26656597701.0,27413166144.0,11654732497.0,-756568443,4603429,92790115289.0,7381417973.0,"12,979,663,532",192504498433.0,1.57,2.12,2.8,0.97,-164.35,0.08,0.36,2531.75,0.04,0.14,0.14,0.48,0.04,19,31,42,25,41,27,0.668,3075090.572,62601.24504488904
324,Maine,2012,825635,1511582,2132750,1527137,1356587,-680072,867751,4953761,7837485,2883724,3628618600.0,8150991641.0,8063855799.0,1356587252.0,87135841,1328895,19134302071.0,1950805643.0,"1,118,000,000",55253507837.0,0.54,0.99,1.4,1.01,65.57,0.02,0.17,1020.84,0.07,0.15,0.15,0.35,0.04,46,17,33,40,24,40,0.668,887701.8600000001,62243.31650831507
325,Maryland,2012,2973013,7209801,8369956,5881933,23892947,-8535123,2559039,10832319,40607199,29774880,19182863114.0,35328108673.0,36360907001.0,23892946708.0,-1034012539,5889651,105000000000.0,9792368861.0,"17,245,037,618",328275647858.0,0.51,1.23,1.42,0.97,-175.56,-0.15,0.59,4056.77,0.06,0.11,0.11,0.32,0.03,44,42,43,14,20,36,0.668,3934286.8680000002,83439.6826850807
326,Massachusetts,2012,5672976,11611797,11713189,8452248,40269017,-25011344,3169885,-20256610,28464654,48721264,22365126437.0,53855179728.0,54804123302.0,40269016719.0,-948943574,6658008,125000000000.0,17031243469.0,"22,892,040,752",397894557994.0,0.67,1.37,1.39,0.98,-142.53,-0.77,1.41,6048.21,0.06,0.14,0.14,0.31,0.04,40,47,40,29,18,45,0.668,4447549.3440000005,89463.7759400652
327,Michigan,2012,5373656,9550122,12540473,6263529,13867375,-5583848,4880773,18313357,38444261,20130904,25903552769.0,58643260188.0,54171816092.0,13867375131.0,4492685475,9887238,160000000000.0,23580954023.0,"8,122,257,053",399819291536.0,0.86,1.52,2.0,1.08,454.39,-0.02,0.36,1402.55,0.06,0.15,0.14,0.4,0.06,34,30,6,35,33,33,0.668,6604674.984,60535.801156691705
328,Minnesota,2012,8648701,13449121,13575060,7396319,8952015,-2964716,5014077,13707548,30055881,16348333,20141524556.0,35122109718.0,34084312435.0,8952014629.0,1037797283,5380285,109000000000.0,681180773.0,"7,875,675,026",265434199582.0,1.17,1.82,1.84,1.03,192.89,0.07,0.3,1663.86,0.08,0.13,0.13,0.41,0.0,31,24,29,31,30,34,0.668,3594030.3800000004,73854.18917410486
329,Mississippi,2012,4478622,5292417,5920380,2051526,5894196,-3034634,4371879,14793196,22678192,7945722,6542646813.0,17512988506.0,16874137931.0,5894196447.0,638850575,2984945,62290274890.0,694606061.0,"5,447,724,138",102679707419.0,2.18,2.58,2.89,1.04,214.02,0.06,0.26,1974.64,0.06,0.17,0.16,0.61,0.01,16,27,21,41,47,30,0.668,1993943.26,51495.80205155888
330,Missouri,2012,4219194,7874603,8077627,2595982,7656622,-2300790,4087843,30962943,41215546,10252604,10141043887.0,26653777429.0,26355501567.0,7656621735.0,297916405,6025415,95765732175.0,3430350052.0,"4,560,706,374",250909166144.0,1.63,3.03,3.11,1.01,49.44,0.04,0.19,1270.72,0.04,0.11,0.11,0.38,0.01,17,20,34,7,28,17,0.668,4024977.22,62338.03383960518
331,Montana,2012,4225643,5098605,5571257,1237853,1066263,878489,2617595,8245261,10549377,2304116,2229236155.0,5956822362.0,5518706374.0,1066263323.0,438115987,1005196,20332969547.0,467194357.0,"335,058,516",41825914316.0,3.41,4.12,4.5,1.08,435.85,0.33,0.1,1060.75,0.05,0.14,0.13,0.49,0.01,4,9,8,28,40,11,0.668,671470.9280000001,62289.98542137925
332,Nebraska,2012,3822687,5151589,5172503,1554789,233439,1026923,2599791,12035085,13823312,1788228,4436781609.0,8439916405.0,8141435737.0,233438871.0,317659352,1855725,18177672804.0,0.0,"42,025,078",89326357367.0,2.46,3.31,3.33,1.04,171.18,0.26,0.02,125.79,0.05,0.09,0.09,0.2,0.0,10,1,25,6,4,1,0.668,1239624.3,72059.21775412114
333,Nevada,2012,2977711,5384059,5443803,2120687,4482433,-630603,1294132,4864389,11467508,6603119,4302024033.0,9784141066.0,9415765935.0,4482432602.0,375381400,2752565,66099957730.0,1234574713.0,"3,577,287,356",112779522466.0,1.4,2.54,2.57,1.04,136.38,0.06,0.39,1628.46,0.04,0.09,0.08,0.59,0.01,21,28,26,2,45,14,0.668,1838713.4200000002,61336.10667071761
334,New Hampshire,2012,927218,1598418,1669916,750061,2338332,-748206,826858,2589247,5677639,3088393,1935406479.0,6258761755.0,6005247649.0,2338332288.0,179194357,1321182,18523066226.0,1940140021.0,"1,619,222,571",71558943574.0,1.24,2.13,2.23,1.04,135.63,0.01,0.41,1769.88,0.03,0.09,0.08,0.26,0.03,25,33,23,1,10,8,0.668,882549.576,81082.06668494281
335,New Jersey,2012,4526492,12046121,12409615,6582171,73506999,-53696510,3707837,-42473273,37591173,80089170,27864472309.0,57250679206.0,63982899827.0,73506999021.0,-6732178753,8873211,229000000000.0,62776071055.0,"40,537,718,913",512655106583.0,0.69,1.83,1.89,0.89,-758.71,-1.33,1.96,8284.15,0.05,0.11,0.12,0.45,0.12,35,50,50,17,38,49,0.668,5927304.948000001,86490.42205192779
336,New Mexico,2012,4310728,6577933,6790448,2102440,4518257,1850846,7329460,17569155,24189852,6620697,5560645768.0,16682472309.0,16726236155.0,4518257053.0,-43763845,2083784,57952560274.0,3853318704.0,"3,825,301,985",77139788924.0,2.05,3.13,3.23,1.0,-21,0.38,0.19,2168.29,0.07,0.22,0.22,0.75,0.05,12,12,37,49,48,37,0.668,1391967.712,55417.80046978561
337,New York,2012,17100313,41610240,43265413,33307210,83073145,-47665622,4698015,26828631,142995820,116380355,66594566353.0,159000000000.0,160000000000.0,83073145246.0,-1415882968,19602769,373000000000.0,72710363636.0,"60,668,756,531",1101003952978.0,0.51,1.25,1.3,0.99,-72.23,-0.3,0.58,4237.83,0.06,0.14,0.15,0.34,0.07,45,45,38,36,22,42,0.668,13094649.692000002,84080.44345398895
338,North Carolina,2012,4986782,9906843,10952106,7947098,11846634,-4609298,763259,37001391,56795123,19793732,22857456635.0,47938205852.0,46266028213.0,11846634274.0,1675622780,9746175,103000000000.0,24229680251.0,"9,338,551,724",393104021944.0,0.63,1.25,1.38,1.04,171.93,-0.07,0.21,1215.52,0.06,0.12,0.12,0.26,0.06,41,23,27,22,12,26,0.668,6510444.9,60380.51592203783
339,North Dakota,2012,7469154,12414751,12523496,2754229,2692213,4799723,3828655,11445080,16891521,5446442,4121295716.0,8586290491.0,6296896552.0,2692212519.0,2325690700,702087,9872035238.0,124660397.0,"1,912,831,766",41221743992.0,2.71,4.51,4.55,1.36,"3,312.54",0.51,0.16,3834.59,0.1,0.21,0.15,0.24,0.0,5,11,2,46,8,5,0.668,468994.11600000004,87893.94703621398
340,Ohio,2012,32252304,45943851,47479483,11021888,39434962,-8894460,11979076,26297357,76692435,50456851,24216151515.0,62929421108.0,60501714734.0,39434962382.0,2427706374,11550839,383000000000.0,15241640543.0,"19,170,893,417",486039533960.0,2.93,4.17,4.31,1.04,210.18,0.04,0.51,3414.03,0.05,0.13,0.12,0.79,0.03,6,35,20,20,49,18,0.668,7715960.4520000005,62991.449604179485
341,Oklahoma,2012,4459433,5607897,5994196,1904008,2860148,1977560,5287687,16958888,21723045,4764157,8794634274.0,19025688610.0,17537081505.0,2860148380.0,1556382445,3817054,56179335436.0,4657262.0,"2,773,353,187",163923106583.0,2.34,2.95,3.15,1.08,407.74,0.33,0.13,749.31,0.05,0.12,0.11,0.34,0.0,11,8,7,13,1,4,0.668,2549792.072,64288.81334407098
342,Oregon,2012,4707099,6657410,7539658,3100454,12499506,2025378,3813898,16571985,32171891,15599959,9004543365.0,24606374086.0,23824313480.0,12499505747.0,782305120,3899116,91432589747.0,408359457.0,"11,647,445,141",159341309300.0,1.52,2.15,2.43,1.03,200.64,0.18,0.39,3205.73,0.06,0.15,0.15,0.57,0.0,23,26,28,37,43,32,0.668,2604609.4880000004,61176.66008440801
343,Pennsylvania,2012,8902037,13650828,16624651,14688331,19301443,-7704968,3386625,23536899,57526673,33989774,31998213166.0,73312434692.0,73482793103.0,19301443051.0,-171432602,12771854,214000000000.0,16995768025.0,"12,542,096,134",612175073145.0,0.61,0.93,1.13,1.0,-13.42,-0.08,0.34,1511.25,0.05,0.12,0.12,0.35,0.03,47,34,36,18,25,35,0.668,8531598.472000001,71753.85423424553
344,Rhode Island,2012,1021068,1698877,1958091,1093759,3276878,-1592356,587431,1260099,5630736,4370636,2951272727.0,7536618600.0,7245089864.0,3276877743.0,291528736,1052901,20319645529.0,958017764.0,"3,023,386,625",50785109718.0,0.93,1.55,1.79,1.04,276.88,-0.18,0.58,3112.24,0.06,0.15,0.14,0.4,0.02,37,43,18,34,32,38,0.668,703337.868,72205.85159506867
345,South Carolina,2012,6801881,8446916,10763769,4817587,7997840,2857863,4803366,22284359,35099787,12815427,9665616510.0,28135523511.0,26517818182.0,7997840125.0,1638907001,4720760,72577422266.0,10161063741.0,"7,672,437,827",173874413793.0,1.41,1.75,2.23,1.06,347.17,0.22,0.23,1694.18,0.06,0.16,0.15,0.42,0.06,27,18,13,38,35,29,0.668,3153467.68,55137.52840904334
346,South Dakota,2012,1907526,2759901,2799060,458032,608656,709011,1165368,5514970,6581658,1066689,1391006270.0,3915721003.0,3673608150.0,608656217.0,242112853,834441,10503884257.0,0.0,"554,921,630",39272538140.0,4.16,6.03,6.11,1.07,665.02,0.28,0.09,729.42,0.04,0.1,0.09,0.27,0.0,2,6,5,3,9,3,0.668,557406.588,70455.81983684772
347,Tennessee,2012,5577256,8989436,9116800,2136848,3317323,3202211,1225509,31207866,36662038,5454171,12813190178.0,30693343783.0,29272275862.0,3317322884.0,1421249739,6454306,53383478012.0,2170297806.0,"2,429,506,792",261531701149.0,2.61,4.21,4.27,1.05,220.2,0.12,0.09,513.97,0.05,0.12,0.11,0.2,0.01,7,5,16,11,5,6,0.668,4311476.408,60659.42994926855
348,Texas,2012,37510365,49360278,52075877,35862807,51476199,14752209,64041388,155252781,241784043,87339005,46330776385.0,136000000000.0,126000000000.0,51476198537.0,9984072100,26071655,345000000000.0,58514015587.0,"43,201,671,891",1176290164054.0,1.05,1.38,1.45,1.08,382.95,0.33,0.21,1974.41,0.04,0.12,0.11,0.29,0.05,39,13,10,9,16,19,0.668,17415865.540000003,67541.29798213864
349,Utah,2012,3376265,8394960,8640454,1875502,5597693,2232693,4246696,19841199,27314393,7473194,5780138976.0,12222645768.0,11253642633.0,5597692790.0,969003135,2855782,41618096804.0,296234065.0,"5,821,316,614",106069753396.0,1.8,4.48,4.61,1.09,339.31,0.24,0.2,1960.13,0.05,0.12,0.11,0.39,0.0,8,16,9,12,27,12,0.668,1907662.3760000002,55601.95280383304
350,Vermont,2012,671316,1081741,1094131,492631,1356999,-602883,54922,1752384,3602015,1849630,2744920602.0,5530198537.0,5437526110.0,1356999192.0,92627646,626444,5644902288.0,1907611285.0,"546,641,588",29383928945.0,1.36,2.2,2.22,1.02,147.86,-0.15,0.38,2166.19,0.09,0.19,0.19,0.19,0.06,24,40,30,48,3,39,0.668,418464.592,70218.43545845331
351,Virginia,2012,8753876,12459659,12795239,7030529,11924953,-2166139,1908722,20563038,39518519,18955482,19751855799.0,37662605016.0,35960816092.0,11924952978.0,1701788924,8192048,118000000000.0,5312434692.0,"7,214,400,209",422027587252.0,1.25,1.77,1.82,1.05,207.74,-0.01,0.3,1455.67,0.05,0.09,0.09,0.28,0.01,30,29,17,4,15,15,0.668,5472288.064,77120.86467603032
352,Washington,2012,7665429,13998083,18836970,7878346,50593961,-8741950,8904424,21435119,79907426,58472307,17150470219.0,45484848485.0,43991038662.0,50593961338.0,1574712644,6895226,93736226302.0,9873857889.0,"22,702,194,357",341075082550.0,0.97,1.78,2.39,1.03,228.38,0.0,0.63,7337.53,0.05,0.13,0.13,0.27,0.03,28,41,24,26,13,25,0.668,4606010.968,74049.99356701488
353,West Virginia,2012,5246085,6238956,7009042,3352136,4912976,-159048,2326444,10954550,19219661,8265112,5241849530.0,12611666667.0,13336245559.0,4912975967.0,-724578892,1856560,26866221768.0,3520547544.0,"2,390,390,805",67527440961.0,1.56,1.86,2.09,0.95,-390.28,0.11,0.26,2646.28,0.08,0.19,0.2,0.4,0.05,26,25,49,45,31,44,0.668,1240182.08,54449.61836652244
354,Wisconsin,2012,5729587,12695944,13019517,9856036,14744778,-9715635,4835632,15517046,39892056,24600814,15543573668.0,37089341693.0,34933544410.0,14744778474.0,21743991641,5726177,53734635920.0,995935214.0,"14,159,359,457",254520863114.0,0.58,1.29,1.32,1.06,"3,797.30",-0.12,0.37,2574.98,0.06,0.15,0.14,0.21,0.0,43,38,4,33,6,23,0.668,3825086.236,66539.90195529803
